date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:21:55	368668/368668	---MCZ	200	added ('OK')	text/html	etag:cacheable:1d4ff629d191f67a923ffd210f5a6f87	https://petica-demo-01.myshopify.com/	E:/Template/ECOMER/petica-demo-01.myshopify.com/index.html	(from )
16:21:56	411/411	---MCZ	200	added ('OK')	text/plain	etag:cacheable:dd62519ade96f348dc518173bc179863	https://petica-demo-01.myshopify.com/robots.txt		(from )
16:21:57	188615/188615	---M-Z	200	added ('OK')	text/css	date:Fri,%2002%20Aug%202019%2010:26:43%20GMT	http://cdn.shopify.com/s/files/1/0129/6341/4075/t/34/assets/plugin.css?3457	E:/Template/ECOMER/cdn.shopify.com/s/files/1/0129/6341/4075/t/34/assets/plugine1fc.css	(from https://petica-demo-01.myshopify.com/)
16:21:58	164572/164572	---M-Z	200	added ('OK')	text/css	date:Tue,%2005%20Nov%202019%2009:21:58%20GMT	http://cdn.shopify.com/s/files/1/0129/6341/4075/t/34/assets/theme-styles.scss.css?3457	E:/Template/ECOMER/cdn.shopify.com/s/files/1/0129/6341/4075/t/34/assets/theme-styles.scsse1fc.css	(from https://petica-demo-01.myshopify.com/)
16:22:00	39374/39374	---M-Z	200	added ('OK')	text/css	date:Tue,%2005%20Nov%202019%2009:21:59%20GMT	http://cdn.shopify.com/s/files/1/0129/6341/4075/t/34/assets/theme-styles-responsive.scss.css?3457	E:/Template/ECOMER/cdn.shopify.com/s/files/1/0129/6341/4075/t/34/assets/theme-styles-responsive.scsse1fc.css	(from https://petica-demo-01.myshopify.com/)
16:22:01	97522/97522	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2002%20Aug%202019%2010:26:41%20GMT	http://cdn.shopify.com/s/files/1/0129/6341/4075/t/34/assets/jquery.min.js?3457	E:/Template/ECOMER/cdn.shopify.com/s/files/1/0129/6341/4075/t/34/assets/jquery.mine1fc.js	(from https://petica-demo-01.myshopify.com/)
16:22:02	1139/1139	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2002%20Aug%202019%2010:26:39%20GMT	http://cdn.shopify.com/s/files/1/0129/6341/4075/t/34/assets/jquery-cookie.min.js?3457	E:/Template/ECOMER/cdn.shopify.com/s/files/1/0129/6341/4075/t/34/assets/jquery-cookie.mine1fc.js	(from https://petica-demo-01.myshopify.com/)
16:22:03	41006/41006	---M--	200	added ('OK')	image/gif	date:Tue,%2005%20Nov%202019%2009:22:01%20GMT	http://cdn.shopify.com/s/files/1/0129/6341/4075/t/34/assets/loading-icon.gif?3457	E:/Template/ECOMER/cdn.shopify.com/s/files/1/0129/6341/4075/t/34/assets/loading-icone1fc.gif	(from https://petica-demo-01.myshopify.com/)
16:22:03	14134/14134	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2002%20Aug%202019%2010:26:42%20GMT	http://cdn.shopify.com/s/files/1/0129/6341/4075/t/34/assets/lang2.js?3457	E:/Template/ECOMER/cdn.shopify.com/s/files/1/0129/6341/4075/t/34/assets/lang2e1fc.js	(from https://petica-demo-01.myshopify.com/)
16:22:03	50364/50364	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2030%20Oct%202019%2013:43:46%20GMT	https://cdn.shopify.com/s/javascripts/tricorder/trekkie.storefront.min.js?v=2017.09.05.1	E:/Template/ECOMER/cdn.shopify.com/s/javascripts/tricorder/trekkie.storefront.min97e4.js	(from https://petica-demo-01.myshopify.com/)
16:22:04	106950/106950	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2031%20Oct%202019%2022:27:22%20GMT	https://cdn.shopify.com/shopifycloud/boomerang/boomerang-latest.min.js	E:/Template/ECOMER/cdn.shopify.com/shopifycloud/boomerang/boomerang-latest.min.js	(from https://petica-demo-01.myshopify.com/)
16:22:05	6293/6293	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2007%20Oct%202019%2021:42:15%20GMT	http://cdn.shopify.com/s/assets/shop_events_listener-17b815ecd2d75d5d3ec1b7a2a59daadee017bd9097e9b4629937b0a78cf0ecaa.js	E:/Template/ECOMER/cdn.shopify.com/s/assets/shop_events_listener-17b815ecd2d75d5d3ec1b7a2a59daadee017bd9097e9b4629937b0a78cf0ecaa.js	(from https://petica-demo-01.myshopify.com/)
16:22:05	4759/4759	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2001%20Nov%202019%2005:06:41%20GMT	http://cdn.shopify.com/s/assets/storefront/load_js-fcb59b1c6453f5f84909e4c5671249afb18618945b00eaf0e3122311294473c2.js	E:/Template/ECOMER/cdn.shopify.com/s/assets/storefront/load_js-fcb59b1c6453f5f84909e4c5671249afb18618945b00eaf0e3122311294473c2.js	(from https://petica-demo-01.myshopify.com/)
16:22:06	37190/37190	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Oct%202019%2019:35:16%20GMT	http://cdn.shopify.com/s/assets/storefront/features-d8fd0c45b013de9e0e87ca256ee02f465e38122925885c7de279d6838f91fa6a.js	E:/Template/ECOMER/cdn.shopify.com/s/assets/storefront/features-d8fd0c45b013de9e0e87ca256ee02f465e38122925885c7de279d6838f91fa6a.js	(from https://petica-demo-01.myshopify.com/)
16:22:06	13/13	---M--	200	added ('OK')	text/css	date:Mon,%2005%20Aug%202019%2004:33:08%20GMT	http://cdn.shopify.com/s/files/1/0129/6341/4075/t/34/compiled_assets/styles.css?3457	E:/Template/ECOMER/cdn.shopify.com/s/files/1/0129/6341/4075/t/34/compiled_assets/stylese1fc.css	(from https://petica-demo-01.myshopify.com/)
16:22:07	0/0	---M--	200	added ('OK')	application/javascript	date:Mon,%2005%20Aug%202019%2004:33:08%20GMT	http://cdn.shopify.com/s/files/1/0129/6341/4075/t/34/compiled_assets/scripts.js?3457	E:/Template/ECOMER/cdn.shopify.com/s/files/1/0129/6341/4075/t/34/compiled_assets/scriptse1fc.js	(from https://petica-demo-01.myshopify.com/)
16:22:08	612/612	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Nov%202019%2009:22:07%20GMT	http://cdn.shopify.com/s/files/1/0129/6341/4075/t/34/assets/i-lang-1.png?3457	E:/Template/ECOMER/cdn.shopify.com/s/files/1/0129/6341/4075/t/34/assets/i-lang-1e1fc.png	(from https://petica-demo-01.myshopify.com/)
16:22:08	229/229	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Nov%202019%2009:22:08%20GMT	http://cdn.shopify.com/s/files/1/0129/6341/4075/t/34/assets/i-lang-2.png?3457	E:/Template/ECOMER/cdn.shopify.com/s/files/1/0129/6341/4075/t/34/assets/i-lang-2e1fc.png	(from https://petica-demo-01.myshopify.com/)
16:22:09	529/529	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Nov%202019%2009:22:08%20GMT	http://cdn.shopify.com/s/files/1/0129/6341/4075/t/34/assets/i-currency-1.png?3457	E:/Template/ECOMER/cdn.shopify.com/s/files/1/0129/6341/4075/t/34/assets/i-currency-1e1fc.png	(from https://petica-demo-01.myshopify.com/)
16:22:10	620/620	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Nov%202019%2009:22:09%20GMT	http://cdn.shopify.com/s/files/1/0129/6341/4075/t/34/assets/i-currency-2.png?3457	E:/Template/ECOMER/cdn.shopify.com/s/files/1/0129/6341/4075/t/34/assets/i-currency-2e1fc.png	(from https://petica-demo-01.myshopify.com/)
16:22:10	612/612	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Nov%202019%2009:22:10%20GMT	http://cdn.shopify.com/s/files/1/0129/6341/4075/t/34/assets/i-currency-3.png?3457	E:/Template/ECOMER/cdn.shopify.com/s/files/1/0129/6341/4075/t/34/assets/i-currency-3e1fc.png	(from https://petica-demo-01.myshopify.com/)
16:22:11	620/620	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Nov%202019%2009:22:10%20GMT	http://cdn.shopify.com/s/files/1/0129/6341/4075/t/34/assets/i-currency-4.png?3457	E:/Template/ECOMER/cdn.shopify.com/s/files/1/0129/6341/4075/t/34/assets/i-currency-4e1fc.png	(from https://petica-demo-01.myshopify.com/)
16:22:14	242040/242040	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Nov%202019%2009:22:13%20GMT	https://petica-demo-01.myshopify.com/account/login	E:/Template/ECOMER/petica-demo-01.myshopify.com/account/login.html	(from https://petica-demo-01.myshopify.com/)
16:22:16	237822/237822	---MCZ	200	added ('OK')	text/html	etag:cacheable:3dba27706c079b4ab633989b528cac0f	https://petica-demo-01.myshopify.com/account/register	E:/Template/ECOMER/petica-demo-01.myshopify.com/account/register.html	(from https://petica-demo-01.myshopify.com/)
16:22:16	138/138	---MC-	302	error ('Found')	text/html	date:Tue,%2005%20Nov%202019%2009:22:15%20GMT	https://petica-demo-01.myshopify.com/account	E:/Template/ECOMER/petica-demo-01.myshopify.com/account	(from https://petica-demo-01.myshopify.com/)
16:22:17	242120/242120	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Nov%202019%2009:22:17%20GMT	https://petica-demo-01.myshopify.com/account/login?return_url=%2Faccount	E:/Template/ECOMER/petica-demo-01.myshopify.com/account/login4236.html	(from https://petica-demo-01.myshopify.com/)
16:22:18	237434/237434	---MCZ	200	added ('OK')	text/html	etag:cacheable:8b6fe472b111f95de18a441a7ebeb1d4	https://petica-demo-01.myshopify.com/pages/wish-list	E:/Template/ECOMER/petica-demo-01.myshopify.com/pages/wish-list.html	(from https://petica-demo-01.myshopify.com/)
16:22:20	240772/240772	---MCZ	200	added ('OK')	text/html	etag:cacheable:38a2ed5bf3251b65049b71384692088e	https://petica-demo-01.myshopify.com/pages/contact-us	E:/Template/ECOMER/petica-demo-01.myshopify.com/pages/contact-us.html	(from https://petica-demo-01.myshopify.com/)
16:22:21	299605/299605	---MCZ	200	added ('OK')	text/html	etag:cacheable:f4a64a74b6e98b050d446ca3b4b12011	https://petica-demo-01.myshopify.com/blogs/news	E:/Template/ECOMER/petica-demo-01.myshopify.com/blogs/news.html	(from https://petica-demo-01.myshopify.com/)
16:22:23	385685/385685	---MCZ	200	added ('OK')	text/html	etag:cacheable:280bf0ffb6666af6ea725a2743e9765e	https://petica-demo-01.myshopify.com/collections/all	E:/Template/ECOMER/petica-demo-01.myshopify.com/collections/all.html	(from https://petica-demo-01.myshopify.com/)
16:22:24	157/157	---MC-	302	error ('Found')	text/html	date:Tue,%2005%20Nov%202019%2009:22:23%20GMT	https://petica-demo-01.myshopify.com/checkout	E:/Template/ECOMER/petica-demo-01.myshopify.com/checkout	(from https://petica-demo-01.myshopify.com/)
16:22:24	107/107	---MC-	302	error ('Found')	text/html	date:Tue,%2005%20Nov%202019%2009:22:23%20GMT	https://petica-demo-01.myshopify.com/12963414075/checkouts/59cc6faa1dd40803f739c5c1864c8f05	E:/Template/ECOMER/petica-demo-01.myshopify.com/12963414075/checkouts/59cc6faa1dd40803f739c5c1864c8f05	(from https://petica-demo-01.myshopify.com/)
16:22:25	295435/295435	---MCZ	200	added ('OK')	text/html	etag:cacheable:129e246f8031c716d3942cf98fb6a233	https://petica-demo-01.myshopify.com/cart	E:/Template/ECOMER/petica-demo-01.myshopify.com/cart.html	(from https://petica-demo-01.myshopify.com/)
16:22:26	385885/385885	---MCZ	200	added ('OK')	text/html	etag:cacheable:f1fd2004ed21f5737335cd3f7aaa8f52	https://petica-demo-01.myshopify.com/collections/dog-hund	E:/Template/ECOMER/petica-demo-01.myshopify.com/collections/dog-hund.html	(from https://petica-demo-01.myshopify.com/)
16:22:28	333540/333540	---MCZ	200	added ('OK')	text/html	etag:cacheable:4799bb422e30414c3b1d4d725d95cd3c	https://petica-demo-01.myshopify.com/collections/cat-katze	E:/Template/ECOMER/petica-demo-01.myshopify.com/collections/cat-katze.html	(from https://petica-demo-01.myshopify.com/)
16:22:29	381730/381730	---MCZ	200	added ('OK')	text/html	etag:cacheable:1d068fad20638406ea1b21ba69485407	https://petica-demo-01.myshopify.com/collections/fish-fisch	E:/Template/ECOMER/petica-demo-01.myshopify.com/collections/fish-fisch.html	(from https://petica-demo-01.myshopify.com/)
16:22:32	389012/389012	---MCZ	200	added ('OK')	text/html	etag:cacheable:8b2646630b2a012dac221688b485fc51	https://petica-demo-01.myshopify.com/collections/bird-vogel	E:/Template/ECOMER/petica-demo-01.myshopify.com/collections/bird-vogel.html	(from https://petica-demo-01.myshopify.com/)
16:22:34	387556/387556	---MCZ	200	added ('OK')	text/html	etag:cacheable:11cc3ad5a55a0e3006f1e58dae84b9d0	https://petica-demo-01.myshopify.com/collections/reptile-reptil-1	E:/Template/ECOMER/petica-demo-01.myshopify.com/collections/reptile-reptil-1.html	(from https://petica-demo-01.myshopify.com/)
16:22:37	390903/390903	---MCZ	200	added ('OK')	text/html	etag:cacheable:3737917b056cab858d23a438b3cec646	https://petica-demo-01.myshopify.com/collections/condimentum	E:/Template/ECOMER/petica-demo-01.myshopify.com/collections/condimentum.html	(from https://petica-demo-01.myshopify.com/)
16:22:39	392060/392060	---MCZ	200	added ('OK')	text/html	etag:cacheable:a16bafcec63bb29114ba8a24ca90f2c9	https://petica-demo-01.myshopify.com/collections/maecenas-conguros	E:/Template/ECOMER/petica-demo-01.myshopify.com/collections/maecenas-conguros.html	(from https://petica-demo-01.myshopify.com/)
16:22:40	392709/392709	---MCZ	200	added ('OK')	text/html	etag:cacheable:0c3c8c83b228708dc50fe249fa2541f7	https://petica-demo-01.myshopify.com/collections/sustoproines	E:/Template/ECOMER/petica-demo-01.myshopify.com/collections/sustoproines.html	(from https://petica-demo-01.myshopify.com/)
16:22:42	318381/318381	---MCZ	200	added ('OK')	text/html	etag:cacheable:4703d865a0c14a42e3b42296b5018a14	https://petica-demo-01.myshopify.com/collections/destetomous-sarcudos	E:/Template/ECOMER/petica-demo-01.myshopify.com/collections/destetomous-sarcudos.html	(from https://petica-demo-01.myshopify.com/)
16:22:43	357180/357180	---MCZ	200	added ('OK')	text/html	etag:cacheable:a9ee8e378222c097398ddb7110821893	https://petica-demo-01.myshopify.com/collections/hendrer-dulamcos	E:/Template/ECOMER/petica-demo-01.myshopify.com/collections/hendrer-dulamcos.html	(from https://petica-demo-01.myshopify.com/)
16:22:46	356741/356741	---MCZ	200	added ('OK')	text/html	etag:cacheable:a12bffb7b113a4902dfd20eba0abc046	https://petica-demo-01.myshopify.com/collections/loremous	E:/Template/ECOMER/petica-demo-01.myshopify.com/collections/loremous.html	(from https://petica-demo-01.myshopify.com/)
16:22:47	357407/357407	---MCZ	200	added ('OK')	text/html	etag:cacheable:ba99da8036adfbd347dea5b4c0fb846e	https://petica-demo-01.myshopify.com/collections/curabitur-lurpisolus	E:/Template/ECOMER/petica-demo-01.myshopify.com/collections/curabitur-lurpisolus.html	(from https://petica-demo-01.myshopify.com/)
16:22:49	390970/390970	---MCZ	200	added ('OK')	text/html	etag:cacheable:6707d3ffb1f8364ba08faf1d772696a3	https://petica-demo-01.myshopify.com/collections/accessorious	E:/Template/ECOMER/petica-demo-01.myshopify.com/collections/accessorious.html	(from https://petica-demo-01.myshopify.com/)
16:22:50	391086/391086	---MCZ	200	added ('OK')	text/html	etag:cacheable:c261635dfb59e2d92528e01300eae07b	https://petica-demo-01.myshopify.com/collections/cosmopolis	E:/Template/ECOMER/petica-demo-01.myshopify.com/collections/cosmopolis.html	(from https://petica-demo-01.myshopify.com/)
16:22:52	390743/390743	---MCZ	200	added ('OK')	text/html	etag:cacheable:091d92e8dd5a9ecafb7a085df259d14a	https://petica-demo-01.myshopify.com/collections/milancelos-deros	E:/Template/ECOMER/petica-demo-01.myshopify.com/collections/milancelos-deros.html	(from https://petica-demo-01.myshopify.com/)
16:22:54	390769/390769	---MCZ	200	added ('OK')	text/html	etag:cacheable:e36596df9d80e3c1eef9f59b97df9f57	https://petica-demo-01.myshopify.com/collections/loremitos	E:/Template/ECOMER/petica-demo-01.myshopify.com/collections/loremitos.html	(from https://petica-demo-01.myshopify.com/)
16:22:55	390857/390857	---MCZ	200	added ('OK')	text/html	etag:cacheable:854c83b58d99e84925e0edddac2ce0c9	https://petica-demo-01.myshopify.com/collections/nutrilious	E:/Template/ECOMER/petica-demo-01.myshopify.com/collections/nutrilious.html	(from https://petica-demo-01.myshopify.com/)
16:22:56	390675/390675	---MCZ	200	added ('OK')	text/html	etag:cacheable:fcebd2b9a2088fb1c16394acc4d86c03	https://petica-demo-01.myshopify.com/collections/sictumos	E:/Template/ECOMER/petica-demo-01.myshopify.com/collections/sictumos.html	(from https://petica-demo-01.myshopify.com/)
16:23:00	6277/6277	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Nov%202019%2009:22:58%20GMT	http://cdn.shopify.com/s/files/1/0129/6341/4075/products/01_360x.jpg?v=1570002722	E:/Template/ECOMER/cdn.shopify.com/s/files/1/0129/6341/4075/products/01_360x60d9.jpg	(from https://petica-demo-01.myshopify.com/)
16:23:00	451330/451330	---MCZ	200	added ('OK')	text/html	etag:cacheable:7b7234f2fab1c6c9c278deecf87c3daf	https://petica-demo-01.myshopify.com/products/class-apten-de-sociosque-adis-comeus-letora-torquenois	E:/Template/ECOMER/petica-demo-01.myshopify.com/products/class-apten-de-sociosque-adis-comeus-letora-torquenois.html	(from https://petica-demo-01.myshopify.com/)
16:23:04	447534/447534	---MCZ	200	added ('OK')	text/html	etag:cacheable:cb56bf1dfa9a4075406fde49c8498e91	https://petica-demo-01.myshopify.com/products/mauros-sit-amet-horttitor-antes-nisdos-loremous-de-dametos-1	E:/Template/ECOMER/petica-demo-01.myshopify.com/products/mauros-sit-amet-horttitor-antes-nisdos-loremous-de-dametos-1.html	(from https://petica-demo-01.myshopify.com/)
16:23:04	11735/11735	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Nov%202019%2009:23:00%20GMT	http://cdn.shopify.com/s/files/1/0129/6341/4075/products/17a_360x.jpg?v=1570003055	E:/Template/ECOMER/cdn.shopify.com/s/files/1/0129/6341/4075/products/17a_360x9b90.jpg	(from https://petica-demo-01.myshopify.com/)
16:23:09	6256/6256	---M--	200	added ('OK')	image/jpeg	date:Sat,%2002%20Nov%202019%2009:25:37%20GMT	http://cdn.shopify.com/s/files/1/0129/6341/4075/products/17_a58ede98-4ba5-45d0-9116-1c5499cd6b5d_360x.jpg?v=1570003665	E:/Template/ECOMER/cdn.shopify.com/s/files/1/0129/6341/4075/products/17_a58ede98-4ba5-45d0-9116-1c5499cd6b5d_360xdba7.jpg	(from https://petica-demo-01.myshopify.com/)
16:23:09	402069/402069	---MCZ	200	added ('OK')	text/html	etag:cacheable:ac7a3e32b0f8aaeee66bac4bf811e9ba	https://petica-demo-01.myshopify.com/products/nulla-interdum-diverra-modes-an-dacos-maliduet-lectus-sarius	E:/Template/ECOMER/petica-demo-01.myshopify.com/products/nulla-interdum-diverra-modes-an-dacos-maliduet-lectus-sarius.html	(from https://petica-demo-01.myshopify.com/)
16:23:10	304977/304977	---MCZ	200	added ('OK')	text/html	etag:cacheable:92de9008069ffb42c256f6952e398bc0	https://petica-demo-01.myshopify.com/collections	E:/Template/ECOMER/petica-demo-01.myshopify.com/collections.html	(from https://petica-demo-01.myshopify.com/)
16:23:10	382759/382759	---MCZ	200	added ('OK')	text/html	etag:cacheable:8498c5d3963891af88917e42160f02aa	https://petica-demo-01.myshopify.com/collections/small-pet-kleines-haustier	E:/Template/ECOMER/petica-demo-01.myshopify.com/collections/small-pet-kleines-haustier.html	(from https://petica-demo-01.myshopify.com/)
16:23:12	396739/396739	---MCZ	200	added ('OK')	text/html	etag:cacheable:4c6456062cd28a3925133082bc836523	https://petica-demo-01.myshopify.com/collections/boutique-boutique	E:/Template/ECOMER/petica-demo-01.myshopify.com/collections/boutique-boutique.html	(from https://petica-demo-01.myshopify.com/)
16:23:13	387361/387361	---MCZ	200	added ('OK')	text/html	etag:cacheable:1379691c25909f2d78b85e30f3082780	https://petica-demo-01.myshopify.com/collections/pet-meds-pet-meds	E:/Template/ECOMER/petica-demo-01.myshopify.com/collections/pet-meds-pet-meds.html	(from https://petica-demo-01.myshopify.com/)
16:23:15	386413/386413	---MCZ	200	added ('OK')	text/html	etag:cacheable:d67b9e3956ca154c4a2cf4abefcceaeb	https://petica-demo-01.myshopify.com/collections/holiday-gift	E:/Template/ECOMER/petica-demo-01.myshopify.com/collections/holiday-gift.html	(from https://petica-demo-01.myshopify.com/)
16:23:16	240010/240010	---MCZ	200	added ('OK')	text/html	etag:cacheable:7c7734419776959d38ee1d30a66419bd	https://petica-demo-01.myshopify.com/pages/lookbook	E:/Template/ECOMER/petica-demo-01.myshopify.com/pages/lookbook.html	(from https://petica-demo-01.myshopify.com/)
16:23:18	243185/243185	---MCZ	200	added ('OK')	text/html	etag:cacheable:06a80aafbd23f51d0cf3c5a21cf7abcf	https://petica-demo-01.myshopify.com/pages/brands	E:/Template/ECOMER/petica-demo-01.myshopify.com/pages/brands.html	(from https://petica-demo-01.myshopify.com/)
16:23:21	54357/54357	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Nov%202019%2009:23:17%20GMT	http://cdn.shopify.com/s/files/1/0129/6341/4075/files/Slide_Petica_1_2000x.jpg?v=1569985301	E:/Template/ECOMER/cdn.shopify.com/s/files/1/0129/6341/4075/files/Slide_Petica_1_2000xee35.jpg	(from https://petica-demo-01.myshopify.com/)
16:23:23	1435/1435	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Nov%202019%2009:23:22%20GMT	http://cdn.shopify.com/s/files/1/0129/6341/4075/files/1-compressor_x30.jpg?v=1544158566	E:/Template/ECOMER/cdn.shopify.com/s/files/1/0129/6341/4075/files/1-compressor_x30f603.jpg	(from https://petica-demo-01.myshopify.com/)
16:23:27	437655/437655	---MCZ	200	added ('OK')	text/html	etag:cacheable:cea397d77da1f4051c573b36fab171a0	https://petica-demo-01.myshopify.com/products/class-apten-de-sociosque-adis-comeus-letora-torquenois-2	E:/Template/ECOMER/petica-demo-01.myshopify.com/products/class-apten-de-sociosque-adis-comeus-letora-torquenois-2.html	(from https://petica-demo-01.myshopify.com/)
16:23:28	8347/8347	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Nov%202019%2009:23:25%20GMT	http://cdn.shopify.com/s/files/1/0129/6341/4075/files/2_x30.jpg?v=1544158312	E:/Template/ECOMER/cdn.shopify.com/s/files/1/0129/6341/4075/files/2_x30e318.jpg	(from https://petica-demo-01.myshopify.com/)
16:23:28	61805/61805	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Nov%202019%2009:23:18%20GMT	http://cdn.shopify.com/s/files/1/0129/6341/4075/files/slideshow2-compressor_865ec0a8-4fdc-42a0-b2fb-86566212ac5e_2000x.jpg?v=1544152154	E:/Template/ECOMER/cdn.shopify.com/s/files/1/0129/6341/4075/files/slideshow2-compressor_865ec0a8-4fdc-42a0-b2fb-86566212ac5e_2000xa09b.jpg	(from https://petica-demo-01.myshopify.com/)
16:23:28	1966/1966	---M--	200	added ('OK')	image/jpeg	date:Sat,%2002%20Nov%202019%2009:26:01%20GMT	http://cdn.shopify.com/s/files/1/0129/6341/4075/files/3-compressor_x30.jpg?v=1544158584	E:/Template/ECOMER/cdn.shopify.com/s/files/1/0129/6341/4075/files/3-compressor_x307d7c.jpg	(from https://petica-demo-01.myshopify.com/)
16:23:29	75804/75804	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Nov%202019%2009:23:19%20GMT	http://cdn.shopify.com/s/files/1/0129/6341/4075/files/slideshow-3_2000x_d75a46b35fc129557e5966cbce8c12df_2000x.jpg?v=1547690966	E:/Template/ECOMER/cdn.shopify.com/s/files/1/0129/6341/4075/files/slideshow-3_2000x_d75a46b35fc129557e5966cbce8c12df_2000xb9b9.jpg	(from https://petica-demo-01.myshopify.com/)
16:23:30	5350/5350	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Nov%202019%2009:23:28%20GMT	http://cdn.shopify.com/s/files/1/0129/6341/4075/files/4_x30.jpg?v=1544166677	E:/Template/ECOMER/cdn.shopify.com/s/files/1/0129/6341/4075/files/4_x30104c.jpg	(from https://petica-demo-01.myshopify.com/)
16:23:30	1841/1841	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Nov%202019%2009:23:29%20GMT	http://cdn.shopify.com/s/files/1/0129/6341/4075/files/3-compressor_1_x30.jpg?v=1544166669	E:/Template/ECOMER/cdn.shopify.com/s/files/1/0129/6341/4075/files/3-compressor_1_x307a34.jpg	(from https://petica-demo-01.myshopify.com/)
16:23:32	1501/1501	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Nov%202019%2009:23:30%20GMT	http://cdn.shopify.com/s/files/1/0129/6341/4075/files/recommended-brand-compressor_240x.jpg?v=1541497490	E:/Template/ECOMER/cdn.shopify.com/s/files/1/0129/6341/4075/files/recommended-brand-compressor_240x2166.jpg	(from https://petica-demo-01.myshopify.com/)
16:23:34	492324/492324	---MCZ	200	added ('OK')	text/html	etag:cacheable:ad6d85f07493e878cc7c14d2d6eaccee	https://petica-demo-01.myshopify.com/products/mauros-sit-amet-horttitor-antes-nisdos-loremous-de-dametos-7	E:/Template/ECOMER/petica-demo-01.myshopify.com/products/mauros-sit-amet-horttitor-antes-nisdos-loremous-de-dametos-7.html	(from https://petica-demo-01.myshopify.com/)
16:23:36	515618/515618	---MCZ	200	added ('OK')	text/html	etag:cacheable:ed953cab86eb3bc01934cd8e41e5e3c5	https://petica-demo-01.myshopify.com/products/mauros-sit-amet-horttitor-antes-nisdos-loremous-de-dametos-6	E:/Template/ECOMER/petica-demo-01.myshopify.com/products/mauros-sit-amet-horttitor-antes-nisdos-loremous-de-dametos-6.html	(from https://petica-demo-01.myshopify.com/)
16:23:41	9365/9365	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Nov%202019%2009:23:38%20GMT	http://cdn.shopify.com/s/files/1/0129/6341/4075/products/16c_5c75e28b-926f-41f2-ae8f-2c1d8b15ef4c_23x.jpg?v=1570003258	E:/Template/ECOMER/cdn.shopify.com/s/files/1/0129/6341/4075/products/16c_5c75e28b-926f-41f2-ae8f-2c1d8b15ef4c_23xa9e7.jpg	(from https://petica-demo-01.myshopify.com/)
16:23:41	6593/6593	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Nov%202019%2009:23:38%20GMT	http://cdn.shopify.com/s/files/1/0129/6341/4075/products/16b_23x.jpg?v=1570003227	E:/Template/ECOMER/cdn.shopify.com/s/files/1/0129/6341/4075/products/16b_23xe445.jpg	(from https://petica-demo-01.myshopify.com/)
16:23:41	5739/5739	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Nov%202019%2009:23:39%20GMT	http://cdn.shopify.com/s/files/1/0129/6341/4075/products/15b_23x.jpg?v=1570003225	E:/Template/ECOMER/cdn.shopify.com/s/files/1/0129/6341/4075/products/15b_23x0627.jpg	(from https://petica-demo-01.myshopify.com/)
16:23:42	494107/494107	---MCZ	200	added ('OK')	text/html	etag:cacheable:9858730526ffda555a1e88b3465e4f8f	https://petica-demo-01.myshopify.com/products/mauros-sit-amet-horttitor-antes-nisdos-loremous-de-dametos-4	E:/Template/ECOMER/petica-demo-01.myshopify.com/products/mauros-sit-amet-horttitor-antes-nisdos-loremous-de-dametos-4.html	(from https://petica-demo-01.myshopify.com/)
16:23:45	513/513	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Nov%202019%2009:23:45%20GMT	http://cdn.shopify.com/s/files/1/0129/6341/4075/products/11_1bf7c70e-baf9-41b4-82a0-3af6f8c4bda6_23x.jpg?v=1570003754	E:/Template/ECOMER/cdn.shopify.com/s/files/1/0129/6341/4075/products/11_1bf7c70e-baf9-41b4-82a0-3af6f8c4bda6_23x8d76.jpg	(from https://petica-demo-01.myshopify.com/)
